ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
545805,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Moira K O'Bryan,CLINICAL SCIENCES
545811,2008,2009,Examining the brain basis of social cognitive impairment in autism spectrum disorders,Examining the contribution of the mirror neuron system toward social cognitive impairment in autism spectrum disorders,Monash University,Dr Peter G Enticott,CLINICAL SCIENCES
545826,2008,2009,How Leptospira causes disease,Analysis and regulation of leptospiral virulence factors.,Monash University,Prof Ben  Adler,MEDICAL MICROBIOLOGY
545831,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Brian M Cooke,MEDICAL MICROBIOLOGY
545832,2008,2009,Dok proteins in thrombosis and haemostasis.,Investigate the role for Dok adapter proteins in thrombosis and haemostasis.,Monash University,Dr Sascha C Hughan,CLINICAL SCIENCES
545834,2008,2009,How is the expression of toxin genes controlled in the bacterium that causes gas gangrene?,Role of regulatory genes in the control of toxin production in Clostridium perfringens,Monash University,Prof Julian I Rood,CLINICAL SCIENCES
545836,2008,2009,How is the expression of toxin genes controlled in a major gastrointestinal pathogen?,Regulation of toxin production in Clostridium difficile,Monash University,Prof Julian I Rood,CLINICAL SCIENCES
545838,2008,2009,Microtubule-modulated subcellular trafficking and medical relevance,Novel microtubule association sequences from rabies virus; subversion of antiviral responses and use in drug delivery,Monash University,Prof David A Jans,BIOCHEMISTRY AND CELL BIOLOGY
545841,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Patrick M Sexton,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545843,2008,2009,A controlled trial of topical lavender oil as a treatment of behavioural symptoms of dementia,A controlled trial of topical lavender oil as a treatment of behavioural symptoms of dementia,Monash University,Prof Daniel W O'Connor,CLINICAL SCIENCES
545844,2008,2009,Role of viral 3C protease in rhinovirus pathogenesis,Functional significance of subcellular localisation of viral 3C protease in rhinovirus pathogenesis,Monash University,Dr Reena  Ghildyal,CLINICAL SCIENCES
545845,2008,2009,Regulation of T cell signalling,Regulation of T cell receptor signalling by TCPTP,Monash University,A/Pr Tony  Tiganis,IMMUNOLOGY
545846,2008,2009,Regulation of  glucose homeostasis by phosphatases,Regulation of insulin signalling & glucose homeostasis by protein tyrosine phosphatases,Monash University,A/Pr Tony  Tiganis,CLINICAL SCIENCES
545848,2008,2009,Investigation of new approaches to dissolve blood clots,Investigation of a new platelet contractile mechanism  regulating thrombus stability,Monash University,Dr Simone M Schoenwaelder,CLINICAL SCIENCES
545849,2008,2009,Examination of the mechanical effects of blood flow on clot formation,Investigation of a New Rheology Dependent Platelet Aggregation Mechanism,Monash University,Prof Shaun P Jackson,CLINICAL SCIENCES
545855,2008,2009,How Burkholderia evades autophagy,Intracellular survival of Burkholderia pseudomallei and evasion of autophagy,Monash University,Dr John D Boyce,MEDICAL MICROBIOLOGY
545858,2008,2009,How does Clostridium difficile cause diarrhoea in hospital patients?,Virulence mechanisms in hypervirulent epidemic strains of Clostridium difficile.,Monash University,Dr Dena  Lyras,MEDICAL MICROBIOLOGY
545861,2008,2009,Regulation of platelet surface proteins,Platelet receptor shedding in stroke and thrombosis,Monash University,Dr Elizabeth E Gardiner,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
545865,2008,2009,How does the brain reorganise after injury to the areas responsible for sensation and movement,Plasticity of sensorimotor representations in adult primate cortex,Monash University,Dr Kathleen J Burman,HUMAN MOVEMENT AND SPORTS SCIENCE
545871,2008,2009,Light intervention for shiftworkers,Randomised controlled trial of a light intervention to enhance alertness and performance in night shiftworkers,Monash University,Dr Shanthakumar M Wilson Rajaratnam,MEDICAL PHYSIOLOGY
545876,2008,2009,Using good measurement principles to examine musculoskeletal disease and improve the evaluation of new diagnostic tests,Using good measurement principles to examine musculoskeletal disease and improve the evaluation of new diagnostic tests,Monash University,Dr Anita E Wluka,CLINICAL SCIENCES
545878,2008,2009,Proteins involved in kidney filtration function,The role of the cytoplasmic domain of tissue factor in maintenance of the glomerular filtration barrier.,Monash University,A/Pr Peter G Tipping,CLINICAL SCIENCES
545888,2008,2009,Prevention and treatment of Diabetes,The prevention and optimal treatment of Type II Diabetes,Monash University,Prof Helena J Teede,CLINICAL SCIENCES
545891,2008,2009,The natural history of injecting drug use among IDU in Melbourne,The natural history of injecting drug use among IDU in Melbourne: A prospective cohort study,Monash University,A/Pr Paul M Dietze,PUBLIC HEALTH AND HEALTH SERVICES
545901,2008,2009,The POLAR RCT,A randomised controlled trial of prophylactic hypothermia in severe traumatic brain injury.,Monash University,Prof David J Cooper,CLINICAL SCIENCES
545902,2008,2009,Erythropoietin in Traumatic Brain Injury (EPO-TBI),"A  randomised, placebo-controlled trial of erythropoietin in ICU patients with  traumatic brain injury",Monash University,Prof Rinaldo  Bellomo,CLINICAL SCIENCES
545906,2008,2009,How  the ABCA12 protein transporter controls lipid levels and affects the biology of the skin and cardiovascular system,The role of the ABCA12 transporter in epidermal lipid homeostasis and atherosclerosis,Monash University,Dr Ian M Smyth,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
545916,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Katherine AL Loveland,BIOCHEMISTRY AND CELL BIOLOGY
545917,2008,2009,Activin in Testicular Development and Disease,Activin in Testicular Development and Disease,Monash University,A/Pr Katherine AL Loveland,CLINICAL SCIENCES
545918,2008,2009,Metabolic Control of Reproduction,Melanocortin Regulation of Reproduction,Monash University,Prof Iain J Clarke,CLINICAL SCIENCES
545919,2008,2009,Gonadotropin inhibitory hormone,Gonadotropin inhibitory hormone as a major regulator of reproduction in mammals,Monash University,Prof Iain J Clarke,CLINICAL SCIENCES
545921,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Stuart B Hooper,CLINICAL SCIENCES
545923,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Jeff RJ Richardson,ECONOMICS
545925,2008,2009,What does low oxygen do to blood vessels in the fetal brain?,Cerebrovascular Effects of Intrauterine Hypoxia: Contribution to Perinatal Brain Injury,Monash University,Dr Margie  Castillo-Melendez,CLINICAL SCIENCES
545926,2008,2009,Practitioner Fellowship,Practitioner Fellowship,Monash University,Prof Peter  Cameron,PUBLIC HEALTH AND HEALTH SERVICES
545927,2008,2009,Do mobile phones affect cognitive development in children?,"Mobile phones, radiofrequency exposure and the development of cognitive function in primary school children",Monash University,Prof Michael J Abramson,PUBLIC HEALTH AND HEALTH SERVICES
545931,2008,2009,Characterising the beneficial effects of estrogen on the prostate gland,Characterising the beneficial effects of estrogen on the prostate gland,Monash University,Prof Gail P Risbridger,CLINICAL SCIENCES
545942,2008,2009,The addition of sugar chains to Nox2 in vascular disease increases its capacity to generate free radicals,Aberrant oligosaccharide processing of Nox2-oxidase as a mechanism of vascular oxidative stress in atherosclerosis,Monash University,Dr Grant R Drummond,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545943,2008,2009,How  PI3 kinase inhibitors tell the sub-types apart - new leads for drug design,Dissecting Isoform Selectivity of PI3 Kinase Inhibitors. Uncovering leads for rational drug design.,Monash University,Dr Philip E Thompson,BIOCHEMISTRY AND CELL BIOLOGY
545944,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Dr David J Nikolic-Paterson,CLINICAL SCIENCES
545945,2008,2009,aldosterone and diabetic retinopathy,Aldosterone inhibition and diabetic retinopathy: Treatments and mechanisms of action,Monash University,A/Pr Jennifer L Wilkinson-Berka,CLINICAL SCIENCES
545949,2008,2009,Understanding how gender and hormones affect brain blood vessels during health and disease,The influence of gender and steroid hormones on cerebrovascular NADPH oxidase during health and disease,Monash University,Dr Alyson A Miller,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545952,2008,2009,Novel mechanisms for controlling glucose metabolism,Alteration of glucose metabolism by GPCR activation,Monash University,Dr Dana S Hutchinson,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545957,2008,2009,Clarifying Australian's understanding of privacy  - what affects participation in epidemiological research?,What do Australians think about Privacy and Participation in Epidemiological Research?,Monash University,A/Pr Beatrice (Bebe)  Loff,PUBLIC HEALTH AND HEALTH SERVICES
545964,2008,2009,Novel treatment strategies for cardiovascular dieases,Pharmacological effects of oral L-citrulline and tetrahydrobiopterin in patients with peripheral artery disease,Monash University,Prof Harald HHW Schmidt,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545968,2008,2009,Comparison of psychotherapy with and without medication for school refusing youth with an anxiety disorder,A randomised trial of the augmentation of cognitive behaviour therapy with fluoxetine for anxious school refusing youth,Monash University,Prof Bruce J Tonge,CLINICAL SCIENCES
545974,2008,2009,Regulation of the calcium sensing receptor,Understanding the pharmacoregulation of the extracellular calcium sensing receptor.,Monash University,Prof Arthur  Christopoulos,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
545982,2008,2009,Integrating the information from vision and hearing in the cerebral cortex,Physiological bases of audiovisual integration,Monash University,Prof Marcello G. P. Rosa,NEUROSCIENCES
545983,2008,2009,How does Helicobacter co-opt integrin receptor molecules on stomach cells to cause gastritis and gastric cancer?,Roles of integrin receptors and the Helicobacter pylori protein CagL in gastritis and gastric cancer,Monash University,Dr Terry  Kwok,BIOCHEMISTRY AND CELL BIOLOGY
545989,2008,2009,Regulation of protein trafficking and cancer by the lipid phosphatase MTMR4,"MTMR4, a regulator of PtdIns(3)P",Monash University,Prof Christina A Mitchell,BIOCHEMISTRY AND CELL BIOLOGY
545992,2008,2009,Endometrial stem cells in endometriosis,Role of stem/progenitor cells in endometrial regeneration and endometriosis,Monash University,Dr Caroline E Gargett,CLINICAL SCIENCES
545995,2008,2009,Understanding the assembly of poxvirus,Structural analysis of poxvirus immature particles and spheroids,Monash University,Dr Fasseli  Coulibaly,CLINICAL SCIENCES
546003,2008,2009,"Investigations into how bacterial cell surface structures vary, and the effect this has on the ability to cause disease","Characterisation of antigenic variation of Neisserial cell surface adhesins, and their role in infection",Monash University,Prof John K Davies,MEDICAL MICROBIOLOGY
546004,2008,2009,Control of the bacterial genes involved in assembly of a structure that is essential for the infectious process,Regulation of pilus biogenesis in Neisseria,Monash University,Prof John K Davies,MEDICAL MICROBIOLOGY
546005,2008,2009,Brain Injury in IUGR,Preventing Prenatal Brain Injury in Fetal Growth Restriction,Monash University,Prof Euan M Wallace,CLINICAL SCIENCES
546016,2008,2009,How do proteins regulate cell behaviour?,Pathways involved in  the  insulin-like growth factor (IGF)-independent actions of  IGF binding protein-6,Monash University,Prof Leon A Bach,CLINICAL SCIENCES
546017,2008,2009,How tetraspanin proteins control the movement of white blood cells,Role of tetraspanins in integrin function and leukocyte migration,Monash University,A/Pr Mark D Wright,IMMUNOLOGY
546018,2008,2009,THE CONTROL OF TYPE 2 DIABETES THROUGH WEIGHT LOSS IN INDIGENOUS AUSTRALIANS: THE FEASIBILITY AND ACCEPTABILITY OF LAGB,THE CONTROL OF TYPE 2 DIABETES THROUGH WEIGHT LOSS IN INDIGENOUS AUSTRALIANS: THE FEASIBILITY AND ACCEPTABILITY OF LAGB,Monash University,Prof Paul E O'Brien,PUBLIC HEALTH AND HEALTH SERVICES
546027,2008,2009,Do circulating ceramides contribute to type 2 diabetes?,"Circulating ceramides, inflammation and insulin resistance",Monash University,A/Pr Matthew J Watt,BIOCHEMISTRY AND CELL BIOLOGY
546043,2008,2009,The role of platelet receptor glycoprotein Ib-V-IX in thrombosis,The role of the platelet glycoprotein Ib alpha cytoplasmic domain in thrombosis,Monash University,Dr Robert K Andrews,CLINICAL SCIENCES
546058,2008,2009,"Should All Triggers of Headaches be Avoided, or Should Headache Sufferers Learn to Cope with Some Triggers?",Behavioural Management of the Triggers of Recurrent Headache: Avoidance Versus Coping,Monash University,Prof Paul R Martin,PSYCHOLOGY
546059,2008,2009,Missing data and risk prediction,"Strategies for handling missing data in the development, validation and implementation of clinical risk prediction tools",Monash University,A/Pr Rory C Wolfe,STATISTICS
546070,2008,2009,Interrupted time series studies: Design and analysis resolution,"Design and analysis of interrupted time series studies in health care 
research:  Resolution of methodological issues",Monash University,Prof Andrew B Forbes,STATISTICS
546073,2008,2009,Colistin resistance in Acinetobacter baumannii,Molecular and genetic basis of colistin resistance in Acinetobacter baumannii,Monash University,Prof Roger L Nation,MEDICAL MICROBIOLOGY
546082,2008,2009,Underlying mechanisms of cardiovascular disease,Identification of the pathophysiologically relevant NADPH oxidase isoform in human cardiovascular disease - role of NOX5,Monash University,Prof Harald HHW Schmidt,CLINICAL SCIENCES
546084,2008,2009,Brain Estrogens - A Potential Treatment for Symptoms of Schizophrenia?,Selective Estrogen Receptor Modulators (SERMs) A Potential Treatment for Psychotic Symptoms of Schizophrenia?,Monash University,Prof Jayashri  Kulkarni,CLINICAL SCIENCES
546087,2008,2009,Local mechanisms that determine regional differences in ability of small arteries to deliver blood to organs in diabetes,Understanding local and regional determinants of EDHF and NO dysfunction in resistance arteries in diabetes,Monash University,Dr Marianne  Tare,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
546096,2008,2009,RCT of continuing medical eduation & feedback to altering diabetes population outcomes,Effectiveness of continuing medical eduation & feedback in altering diabetes outcomes at a population level. A RCT.,Monash University,Prof Leon  Piterman AM,PUBLIC HEALTH AND HEALTH SERVICES
546098,2008,2009,How embryonic signaling pathways promote the growth of lung can cancer,Interactions Between Hedgehog and Ras Signaling in Lung Adenocarcinoma,Monash University,Prof Neil  Watkins,CLINICAL SCIENCES
546105,2008,2009,rTMS treatment in bipolar depression,A double-blind controlled trial of rTMS in the treatment of bipolar depression,Monash University,Prof Paul  Fitzgerald,CLINICAL SCIENCES
546107,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Dr David N Watkins,CLINICAL SCIENCES
546130,2007,2009,Risk of brain cancer from exposure to radiofrequency fields in childhood and adolescence,Risk of brain cancer from exposure to radiofrequency fields in childhood and adolescence,Monash University,Prof Malcolm R Sim,PUBLIC HEALTH AND HEALTH SERVICES
546131,2008,2009,Ghrelin prevents Parkinson's disease: Implications for obesity promoting neurological disorders.,Ghrelin's novel neuroprotective effects in Parkinson's disease are mediated by AMP-activated protein kinase (AMPK).,Monash University,Dr Zane B Andrews,NEUROSCIENCES
546133,2008,2009,Australia Fellowship,Australia Fellowship,Monash University,Prof Nadia Rosenthal,CLINICAL SCIENCES
546136,2008,2009,Understanding how meningicocci hijack cells in meningococcal disease,"Structure, transport and assembly of PorB, a key invasion molecule of meningococcal disease",Monash University,Dr Andrew J Perry,BIOCHEMISTRY AND CELL BIOLOGY
546155,2006,2007,Endosomal tubule formation in health and disease,Endosomal tubule formation in health and disease,University of Queensland,Dr Fiona  Simpson,BIOCHEMISTRY AND CELL BIOLOGY
546200,2008,2009,The Regulation of Fibrinolysis by alpha2-Antiplasmin,Structural and Functional studies on the interaction between alpha2-Antiplasmin and Plasmin,Monash University,Dr Ruby H.P. Law,CLINICAL SCIENCES
546204,2008,2009,A new model to study how cancer cells become resistant to chemotherapy,An in-vivo model of acquired chemoresistance in small cell lung cancer,Monash University,Prof Neil  Watkins,CLINICAL SCIENCES
546229,2008,2009,Magnetic Seizure Therapy: Investigating a Novel Therapeutic Approach to Depression.,Magnetic Seizure Therapy:The Neural Correlates and Neurocognitive Outcomes of a Novel Therapeutic Approach to Depression,Monash University,Dr Kate E Hoy,CLINICAL SCIENCES
546244,2008,2009,Cortical function in autism spectrum disorders,"An investigation of cortical function in autism spectrum disorders using TMS, fMRI and EEG",Monash University,Dr Peter G Enticott,CLINICAL SCIENCES
546247,2008,2009,Studying a molecular machine crucial in the process of 'flagging' diseased cells for our immune system to destroy,Structural investigation of the Major Histocompatibility Complex class I peptide-loading complex,Monash University,Dr Alex  Theodossis,IMMUNOLOGY
546248,2008,2009,Building capacity in workplace public health,"Linking research, policy and health services to build a better evidence base for workplace",Monash University,Prof Malcolm R Sim,PUBLIC HEALTH AND HEALTH SERVICES
546249,2008,2009, Long-term implications and outcomes of anti hepatitis B virus (HBV) treatment in HIV-HBV co-infection,Long-term implications and outcomes of anti hepatitis B virus (HBV) treatment in HIV-HBV co-infection,Monash University,Dr Jennifer M Audsley,CLINICAL SCIENCES
546250,2008,2009,Development of a pacemaker registry for patients with heart disease,Rhythm study- Registry for heart rhythm management devices in patients with cardiovascular disease,Monash University,Dr Andrea L Driscoll,CLINICAL SCIENCES
546259,2008,2009,Investigating ways that structural cells of the Lymph Node influence the immune system,"Lymph Node Stromal Cells: Phenotype, Function and the Induction of Tolerance",Monash University,Dr Anne  L  Fletcher,IMMUNOLOGY
546262,2008,2009,"Perimenopause, depression and cognition: The effects of hormonal and antidepressant treatments on mood and cognition.","The relationship between perimenopause, depression and cognition.",Monash University,Dr Caroline T Gurvich,CLINICAL SCIENCES
546270,2008,2009,The development of symptoms of common mental disorders such as depression and anxiety in adolescents and young adults,The evolution of symptoms of common mental disorders across adolescence and young adulthood,Monash University,Mr Dean P McKenzie,PUBLIC HEALTH AND HEALTH SERVICES
546272,2008,2010,Prevention and Treatment of Chronic Heart and Kidney Disease,"Prevention & Treatment of Chronic Heart and Kidney Disease via Epidemiological, Pharmacol Device & Cell-Based Approaches",Monash University,Prof Henry  Krum,CLINICAL SCIENCES
546282,2008,2010,"Reducing falls among older people in Victoria: better evidence, better targeting, better outcomes",Evidence based targeting of statewide strategies for preventing falls among community dwelling older people in Victoria,Monash University,Dr Lesley M Day,PUBLIC HEALTH AND HEALTH SERVICES
546283,2008,2011,Establishing Australian Health Based Targets For Microbial Water Quality,Establishing Australian Health Based Targets For Microbial Water Quality,Monash University,A/Pr Karin S Leder,PUBLIC HEALTH AND HEALTH SERVICES
546291,2008,2010,Transfusion Research: Improving Outcomes (TRIO),Transfusion Research: Improving Outcomes (TRIO),Monash University,Prof John J McNeil,CLINICAL SCIENCES
546405,2008,2009,Improving community approaches for common childhood conditions.,Improving community approaches for common childhood conditions.,Murdoch Childrens Research Institute,A/Pr Melissa  Wake,CLINICAL SCIENCES
546414,2008,2009,Which is a better way of giving extra fluids to children with bronchiolitis - nasogastric tube or drip?,"A prospective randomised trial comparing nasogastric with  
intravenous hydration in children with bronchiolitis",Murdoch Childrens Research Institute,Dr Edward A Oakley,CLINICAL SCIENCES
546424,2008,2009,Optimal Immunisation Schedules for Children and Adults with Poor or Non-Functioning Spleens,"Protecting Hyposplenic Children and Adults: Identifying 
Optimal Immunisation Regimens",Murdoch Childrens Research Institute,Dr Jim P Buttery,CLINICAL SCIENCES
546425,2008,2009,The role of low sun exposure in the onset of type 1 diabetes mellitus,Investigating low sun exposure and other possible early life determinants  of type 1 diabtes mellitus,Murdoch Childrens Research Institute,Prof Anne-Louise  Ponsonby,PUBLIC HEALTH AND HEALTH SERVICES
546428,2008,2009,Lung function genes in asthma,"Novel Candidate Genes, Lung Function and Allergic Airways Disease",Murdoch Childrens Research Institute,A/Pr Mimi LK Tang,CLINICAL SCIENCES
546430,2008,2009,Gastrokine 2 suppresses growth of stomach cancer,Gastrokine 2: a novel stomach-specific tumour suppressor gene,Murdoch Childrens Research Institute,Prof Andrew S Giraud,CLINICAL SCIENCES
546438,2008,2009,Hox Genes and Myeloid Leukaemia,The Role of Hox Genes in Myeloid Cell Development and Myeloid Leukaemia,Murdoch Childrens Research Institute,A/Pr Paul G Ekert,BIOCHEMISTRY AND CELL BIOLOGY
546452,2008,2009,Practitioner Fellowship,Practitioner Fellowship,Murdoch Childrens Research Institute,A/Pr Martin B Delatycki,CLINICAL SCIENCES
546454,2008,2009,Understanding factors which control the segregation of our genetic material during cell division,Changes to the structure of the centromere during differentiation and cancer progression,Murdoch Childrens Research Institute,Prof Andy KH Choo,GENETICS
546473,2008,2009,Can a birth defect where the colon is without nerves be corrected by nerve stem cells?,Neural Crest Stem Cell Therapy for Absence of Intestinal Nerves in Hirschsprung's Disease,Murdoch Childrens Research Institute,Dr Donald F Newgreen,CLINICAL SCIENCES
546477,2008,2009,Practitioner Fellowship,Practitioner Fellowship,Murdoch Childrens Research Institute,A/Pr Richard J Baker,HUMAN MOVEMENT AND SPORTS SCIENCE
546478,2008,2009,Genetic analysis of patients with abnormalities of testis and ovary development,Copy number analysis of patients with gonadal abnormalities using high density microarrays and MLPA,Murdoch Childrens Research Institute,Dr Stefan J White,GENETICS
546486,2008,2009,Improving protection against childhood tuberculosis,Improving protection against childhood tuberculosis: The influence of BCG  vaccine strain and age on protective immunity,Murdoch Childrens Research Institute,Prof Nigel  Curtis,CLINICAL SCIENCES
546489,2008,2009,Stem Cell Gene Therapy for Inherited Diseases,Customized iPS Cell Therapy for Recessive Monogenic Retinal Degenerative Disease,Murdoch Childrens Research Institute,Dr Sara E Howden,BIOTECHNOLOGY
546493,2008,2009,Genetic and drug therapies for inherited forms of hearing loss ,RNA interference and retigabine therapy protect against hereditary hearing loss,Murdoch Childrens Research Institute,Mr Michael S Hildebrand,BIOTECHNOLOGY
546498,2008,2009,Genetic and environmental determinants of asthma and lung health,Epidemiology of asthma and lung function in Australian teenagers,Murdoch Childrens Research Institute,Mr Adrian J Lowe,CLINICAL SCIENCES
546500,2008,2009,A population based investigation of early life lung development and immune programming,A population based investigation of early life lung development and immune programming,Murdoch Childrens Research Institute,Dr Peter J Vuillermin,IMMUNOLOGY
546505,2008,2009,Functional characterisation of ECM proteins in cartilage,The complementary effects of matrilins and WARP on chondrogenesis through TGF-beta signaling,Murdoch Childrens Research Institute,Ms Fiona H-H Zhou,BIOCHEMISTRY AND CELL BIOLOGY
546509,2008,2009,Brain injury and neurodevelopmental outcome in infants undergoing surgery for congenital heart disease,Brain injury and neurodevelopmental outcome in infants undergoing surgery for congenital heart disease,Murdoch Childrens Research Institute,Dr Julia K Gunn,CLINICAL SCIENCES
546511,2008,2009,Cerebral palsy in Victoria: a population-based study,Cerebral palsy in Victoria: a population-based study,Murdoch Childrens Research Institute,Ms Susan M Reid,PUBLIC HEALTH AND HEALTH SERVICES
546513,2008,2009,Epigenetics of human placentation,Epigenetics of human placental development and pregnancy-associated disease.,Murdoch Childrens Research Institute,Mr Boris  Novakovic,CLINICAL SCIENCES
546517,2008,2010,Disorders of Human Sexual Development,Disorders of Human Sexual Development,Murdoch Childrens Research Institute,Prof Andrew H Sinclair,GENETICS
546519,2008,2009,Centre for Clinical Research Excellence in Newborn Medicine,Centre for Clinical Research Excellence in Newborn Medicine,Murdoch Childrens Research Institute,Prof Lex W Doyle,CLINICAL SCIENCES
546525,2008,2010,Preventing mental health problems in children,Preventing mental Health problems in children: a population=based cluster controlled trial,Murdoch Childrens Research Institute,Dr Harriet  Hiscock,PUBLIC HEALTH AND HEALTH SERVICES
546713,2008,2009,How does racial identity and related self-esteem mediate the mental wellbeing of Aboriginal people?,Strengthening social and emotional wellbeing of Australian Aboriginal  people,Murdoch University,Dr Cheryl S Kickett-Tucker,PUBLIC HEALTH AND HEALTH SERVICES
547600,2008,2009,"Cardiovascular, Hormonal and Genetic predictors of memory decline in ageing women","The associations between cognitive decline and genetic polymorphisms, hormones and cardiovascular risk factors in women.",National Ageing Research Institute,Dr Cassandra EI Szoeke,PSYCHOLOGY
549402,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr David W Howells,NEUROSCIENCES
550001,2008,2009,"Infection, lifestyle and skin cancer.",Infectious and lifestyle determinants of non-melanoma skin cancer.,NSW Cancer Council,A/Pr Frederic  Sitas,PUBLIC HEALTH AND HEALTH SERVICES
550002,2008,2009,Projecting cancer prevalence by phase of cancer,"Projecting prevalence by phase of care for colorectal, lung, breast and prostate cancer in New South Wales",NSW Cancer Council,Dr Xue Qin  Yu,PUBLIC HEALTH AND HEALTH SERVICES
550300,2008,2009,Impact of the tumour microenvironment on breast cancer prognosis and treatment.,Predictive and prognostic factors from the tumour microenvironment in breast cancer.,Peter MacCallum Cancer Centre,Dr Max  Yan,CLINICAL SCIENCES
550301,2008,2009,Combining radiation with drugs that specifically target cancer cells to improve anti-cancer treatment,Enhancement of the anti-tumour efficacy of ionising radiation through inhibition of phosphoinositide 3-kinase ,Peter MacCallum Cancer Centre,Dr Arun A Azad,CLINICAL SCIENCES
550303,2008,2009,New therapeutic approaches to treat leukemia and lymphoma,Advanced anti-cancer activities with therapeutic agents that induce tumor cell apoptosis and antitumor immune responses.,Peter MacCallum Cancer Centre,Ms Alison C West,CLINICAL SCIENCES
550900,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Prince Henry's Institute of Medical Research,Prof Evan R Simpson,BIOCHEMISTRY AND CELL BIOLOGY
550903,2008,2009,Macrophage mineralocorticoid receptors and heart disease,Macrophage mineralocorticoid receptor signalling regulates systolic blood pressure and cardiovascular remodelling.,Prince Henry's Institute of Medical Research,Dr Morag J Young,CLINICAL SCIENCES
550905,2008,2009,Cytokines critical for optimal pregnancy outcomes,Cytokines critical for optimal pregnancy outcomes,Prince Henry's Institute of Medical Research,Dr Evdokia  Dimitriadis,CLINICAL SCIENCES
550911,2008,2009,Cytokines critical for optimal pregnancy outcomes,Interleukin 11 and leukemia inhibitory factor: pivotal regulators of uterine receptivity and placental function,Prince Henry's Institute of Medical Research,Dr Evdokia  Dimitriadis,CLINICAL SCIENCES
550915,2008,2009,TGFBR3 receptor in testis development,Roles of TGFbeta receptor TGFBR3 (Betaglycan) in testis development,Prince Henry's Institute of Medical Research,Dr Mai A Sarraj,CLINICAL SCIENCES
550923,2008,2009,Regulation of glucose uptake and inflammation in female adipose tissue,Novel regulators of glucose metabolism and inflammation in adipose tissue of females,Prince Henry's Institute of Medical Research,Dr Anne M Corbould,CLINICAL SCIENCES
550927,2008,2009,Mechanisms of Antibody-Mediated Renal Injury,Signalling Pathways in Antibody-Mediated Renal Injury,Prince Henry's Institute of Medical Research,Dr Jessica  Greenall,CLINICAL SCIENCES
552401,2008,2009,Unoupled Research Fellowship,Uncoupled Research Fellowship,Queensland Institute of Medical Research,Dr Amanda B Spurdle,PUBLIC HEALTH AND HEALTH SERVICES
552402,2008,2009,Identifying genetic variants that are associated with increased risk of endometrial cancer in the general population,A genome-wide association study of endometrial cancer,Queensland Institute of Medical Research,Dr Amanda B Spurdle,GENETICS
552404,2008,2009,Epidemiology of cancers of the pancreas and skin,Molecular epidemiology of cancers of the pancreas and skin.,Queensland Institute of Medical Research,Dr Rachel E Neale,PUBLIC HEALTH AND HEALTH SERVICES
552407,2008,2009,Analysis of a P falciparum animopeptidase,Analysis of  the Plasmodium  falciparum M18 aspartyl aminopeptidase,Queensland Institute of Medical Research,Dr Katharine R Trenholme,MEDICAL MICROBIOLOGY
552409,2008,2009,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Queensland Institute of Medical Research,A/Pr Grant A Ramm,CLINICAL SCIENCES
552412,2008,2009,Non-HFE haemochromatosis,Non-HFE haemochromatosis in Australia: natural history and molecular characterisation,Queensland Institute of Medical Research,Dr Daniel F Wallace,GENETICS
552414,2008,2009,Indigenous People and Cancer Survivorship,Closing the Divide: Aboriginal and Torres Straight Islander People and Cancer Survivorship,Queensland Institute of Medical Research,Dr Patricia  Valery,PUBLIC HEALTH AND HEALTH SERVICES
552415,2008,2009,Uncouple Research Fellowship,Uncoupled Research Fellowship,Queensland Institute of Medical Research,A/Pr David C Whiteman,PUBLIC HEALTH AND HEALTH SERVICES
552419,2008,2009,Tat Trafficing in Cells,Regulation of HIV-1 Tat Trafficking in cells,Queensland Institute of Medical Research,Dr David  Harrich,CLINICAL SCIENCES
552423,2008,2009,Protein Microarrays for Cross-Species Malaria Vaccine Development,Application of Protein Microarrays to Develop a Cross-Species Malaria Vaccine,Queensland Institute of Medical Research,Dr Denise L Doolan,IMMUNOLOGY
