ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
229034,2002,2003,"The epidemiology of asthma in young children: risk factors, protective factors and the role of family functioning","The epidemiology of asthma in young children: risk factors, protective factors and the role of family functioning",University of Western Australia,Dr Mary-Anne L Measey,PUBLIC HEALTH AND HEALTH SERVICES
266807,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof Mauro S Sandrin,IMMUNOLOGY
268053,2002,2004,Reducing deaths from pesticide poisoning - Establishing a regional toxicology research centre.,Reducing deaths from pesticide poisoning - Establishing a regional toxicology research centre.,Australian National University,A/Pr Nicholas A Buckley,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
268084,2003,2004,Australian Phenome Bank,Australian Phenome Bank,Australian National University,Prof Christopher C Goodnow,GENETICS
272512,2003,2005,Cell Bank Australia,Cell Bank Australia,Children's Medical Research Institute,Prof Roger R Reddel,BIOCHEMISTRY AND CELL BIOLOGY
275576,2003,2004,The analysis of autoantibodies and development of therapeutic strategies for autoimmune rheumatic diseases,The analysis of autoantibodies and development of therapeutic strategies for autoimmune rheumatic diseases,Flinders University,Dr Fiona M Goldblatt,IMMUNOLOGY
277900,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Dr Siew Yeen  Chai,NEUROSCIENCES
277906,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr Andrew L Gundlach,NEUROSCIENCES
283303,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Menzies School of Health Research,Prof Ross S Bailie,PUBLIC HEALTH AND HEALTH SERVICES
284234,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Dr Robert K Andrews,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
284375,2003,2004,Molecular Analysis of Preudomonas aeruginosa Pathogenesis,Molecular Analysis of Preudomonas aeruginosa Pathogenesis,University of Technology Sydney,Dr Cynthia B Whitchurch,MEDICAL MICROBIOLOGY
299078,2003,2004,Role of the bone matrix and coordinate expressof CTR and Beta 3 in initiating terminal differentiation...,Role of the bone matrix and coordinate expressof CTR and Beta 3 in initiating terminal differentiation...,University of Adelaide,Dr Tania  Crotti,CLINICAL SCIENCES
300095,2003,2004,Investigation of the signal(s) involved in the selection of memory T cells from the effector CD8+T cell pool following..,Investigation of the signal(s) involved in the selection of memory T cells from the effector CD8+T cell pool following..,University of Melbourne,Dr Scott N Mueller,IMMUNOLOGY
300610,2003,2004,Effect of estrogen on signalling mechanisms of the pelvic autonomic nervous system underlying bladder ...,Effect of estrogen on signalling mechanisms of the pelvic autonomic nervous system underlying bladder ...,University of New South Wales,Dr Tertia D Purves-Tyson,NEUROSCIENCES
303112,2003,2004,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Western Australia,A/Pr Wallace Y Langdon,BIOCHEMISTRY AND CELL BIOLOGY
307728,2003,2004,the role of asymmetric dimethylarginine and dimethylarginine dimethylaminohydrolase,the role of asymmetric dimethylarginine and dimethylarginine dimethylaminohydrolase,University of Sydney,Dr Martin K. C. Ng,CLINICAL SCIENCES
307758,2003,2006,A National Clinical Trials Register,A National Clinical Trials Register,University of Sydney,Prof John R Simes,CLINICAL SCIENCES
310608,2003,2004,Role of NKT cells in the regulation of tumour immunity,Role of NKT cells in the regulation of tumour immunity,Walter and Eliza Hall Institute,Dr Ann L Cornish,IMMUNOLOGY
310610,2003,2004,Factors involved in the development and homeostasis of CD4 memory T cells,Factors involved in the development and homeostasis of CD4 memory T cells,University of Melbourne,Dr Jared F Purton,IMMUNOLOGY
310616,2003,2004,Role of proneural bHLH transcription factors in the mammalian central nervous system during development and in adulthood,Role of proneural bHLH transcription factors in the mammalian central nervous system during development and in adulthood,University of Melbourne,Dr Julian I T Heng,GENETICS
310644,2003,2004,Disclosure and attitudes to lesbians: Outcomes in General Practice (DIALOG),Disclosure and attitudes to lesbians: Outcomes in General Practice (DIALOG),University of Melbourne,Dr Ruth  McNair,PUBLIC HEALTH AND HEALTH SERVICES
316001,2004,2006,National Centre for Intensive Care Research,National Centre for Intensive Care Research,Monash University,Prof Rinaldo  Bellomo,OTHER PHYSICAL SCIENCES
316951,2004,2005,"ACERH- Inovative analyses of health insurance, ageing and the economic burden of illness and injury","ACERH- Inovative analyses of health insurance, ageing and the economic burden of illness and injury",Australian National University,Dr James RG Butler,ECONOMICS
316977,2004,2005,The role of the NF-kB pathway in primary mediastinal B cell lymphoma,The role of the NF-kB pathway in primary mediastinal B cell lymphoma,Australian National University,Dr Lixin  Rui,IMMUNOLOGY
317808,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Baker IDI Heart and Diabetes Institute,Dr Xiao-Jun  DU,CLINICAL SCIENCES
317814,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,Dr Walter  Thomas,BIOCHEMISTRY AND CELL BIOLOGY
317838,2004,2005,Potential of Transgenic mice derived vascular progenitor cills for myocardial revascularisation,Potential of Transgenic mice derived vascular progenitor cills for myocardial revascularisation,Baker IDI Heart and Diabetes Institute,Dr Tanya L Medley,BIOCHEMISTRY AND CELL BIOLOGY
323242,2004,2005,Development and evaluation of a program for Aboriginal parents to build strong families and give children a healthy star,Restor(y)ing Aboriginal Parenting: Development and evaluation of a culturally relevant program to support Aboriginal par,Curtin University of Technology,Prof Stephen  R Zubrick,PUBLIC HEALTH AND HEALTH SERVICES
323248,2004,2005,Best practice guidelines for evaluating Indigenous residential alcohol & drug programs.,Best practice guidelines for evaluating Indigenous residential alcohol & drug programs.,Menzies School of Health Research,Dr Richard D Chenhall,PUBLIC HEALTH AND HEALTH SERVICES
324104,2004,2005,Happy Kids Initative,Keeping Kids on Track: An initiative developing the resilience of Aboriginal students during a critical transition phase,Edith Cowan University,A/Pr Gary  Partington,PUBLIC HEALTH AND HEALTH SERVICES
325647,2004,2005,"Roles of pregnancy, estrogen and proliferation in the stem cell biology of the mammary gland","Roles of pregnancy, estrogen and proliferation in the stem cell biology of the mammary gland",Monash University,Dr Kara L Britt,BIOCHEMISTRY AND CELL BIOLOGY
334035,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Menzies Research Institute,A/Pr David H Small,BIOCHEMISTRY AND CELL BIOLOGY
334063,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Peter AW Rogers,CLINICAL SCIENCES
334095,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Richard  Harding,CLINICAL SCIENCES
334100,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Andrew G Elefanty,BIOCHEMISTRY AND CELL BIOLOGY
334179,2004,2005,Identificaiton of novel virulence determinants of enterohaemorrhagic Escherichia coli using a whole genome approach,Identificaiton of novel virulence determinants of enterohaemorrhagic Escherichia coli using a whole genome approach,University of Melbourne,Dr Marija  Tauschek,MEDICAL MICROBIOLOGY
334191,2004,2005,Molecular mechanisms of misfolding disease: Formation of toxi protobibrils by B-amyloid and a-synuclein,Molecular mechanisms of misfolding disease: Formation of toxi protobibrils by B-amyloid and a-synuclein,Monash University,Dr Glyn L Devlin,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
334313,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Murdoch Childrens Research Institute,A/Pr Hans-Henrik M Dahl,GENETICS
336704,2005,2007,Identification & functional analyses of novel post-translational modifications of CDC25B.,Identification & functional analyses of novel post-translational modifications of CDC25B.,University of Queensland,Dr Rose Boutros,BIOCHEMISTRY AND CELL BIOLOGY
337911,2004,2006,The Australasian Leukaemia and Lymphoma Group (ALLG) Trial Centre,The Australasian Leukaemia and Lymphoma Group (ALLG) Trial Centre,University of Melbourne,Prof John F Seymour,CLINICAL SCIENCES
338800,2004,2006,Australasian Kidney trials (AKT) Network,Australasian Kidney trials (AKT) Network,University of Queensland,A/Pr Carmel M Hawley,CLINICAL SCIENCES
340308,2004,2005,Pathogenesis of Wegener's Granulomatosis and Microscopic Polyangiitis,Pathogenesis of Wegener's Granulomatosis and Microscopic Polyangiitis,Royal Adelaide Hospital,Dr Lisa S Jeffs,IMMUNOLOGY
343020,2004,2006,Australian Sleep Health Clinical Trials Network ,Australian Sleep Health Clinical Trials Network ,University of Sydney,Prof Ronald R Grunstein,CLINICAL SCIENCES
349405,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of South Australia,Prof Douglas A Brooks,OTHER MEDICAL AND HEALTH SCIENCES
349441,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Adelaide,Dr Mark A Gibson,BIOCHEMISTRY AND CELL BIOLOGY
349443,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Adelaide,A/Pr Mark B Nottle,BIOTECHNOLOGY
349473,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Adelaide,A/Pr Raymond J Rodgers,CLINICAL SCIENCES
349565,2004,2006,In vivo regulators of androgen receptor function inprostate cancer,In vivo regulators of androgen receptor function inprostate cancer,University of Adelaide,Dr Grant  Buchanan,CLINICAL SCIENCES
349570,2004,2005,Interdisciplinary Maternal Perinatal Action on Clinical Trials Collaboration,Interdisciplinary Maternal Perinatal Action on Clinical Trials Collaboration,University of Adelaide,Prof Caroline A Crowther,CLINICAL SCIENCES
350217,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Murdoch Childrens Research Institute,Dr Jeffrey R Mann,GENETICS
350235,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof Arthur  Shulkes,CLINICAL SCIENCES
350347,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Murdoch Childrens Research Institute,Prof John F Bateman,BIOCHEMISTRY AND CELL BIOLOGY
350418,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof Richard GH Cotton,GENETICS
350904,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Dr James A Brock,NEUROSCIENCES
351204,2004,2005,The Many Rivers Diabetes Prevention Program,A type II diabetes adn obesity prevention program for Primary school aged rural indigenous children,University of Newcastle,Ms Josephine  Gwynn,PUBLIC HEALTH AND HEALTH SERVICES
351217,2004,2005,Trans Tasman Radiation Oncology Group (TROG),Trans Tasman Radiation Oncology Group (TROG),University of Newcastle,A/Pr David  Ball,CLINICAL SCIENCES
351218,2004,2005,"Protocol Development, web-based data collection and data quality for all Cancer Cooperative Trials Groups","Protocol Development, web-based data collection and data quality for all Cancer Cooperative Trials Groups",University of Newcastle,Dr Stephen P Ackland,CLINICAL SCIENCES
351558,2004,2005,Prioritising prevention of non communicable diseases in Australia,"Guiding intervention choices to reduce health costs, health inequalities, and improve the health of Australians ",University of Queensland,A/Pr Theo  Vos,ECONOMICS
351667,2004,2005,Exploiting DNA repair defects in breast cancer as a novel chemotherapeutic strategy.,Exploiting DNA repair defects in breast cancer as a novel chemotherapeutic strategy.,University of Queensland,Dr Stacey L Wardrop,CLINICAL SCIENCES
351696,2004,2006,Screening for novel renal growth factors for use in development of therapies for kidney disease.,Identification of secreted that maintain metanephric mesenchyme using kidney explant cultures & transplantation assays.,University of Queensland,Dr Fiona K Rae,GENETICS
353541,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Western Australia,A/Pr P Hugh R Barrett,MEDICAL PHYSIOLOGY
356204,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Walter and Eliza Hall Institute,Dr Thomas PJ Garrett,BIOCHEMISTRY AND CELL BIOLOGY
356279,2004,2005,Invasion-inhibitory antibodies as a protective immune response against Plasmodium falciparum malaria,Invasion-inhibitory antibodies as a protective immune response against Plasmodium falciparum malaria,Walter and Eliza Hall Institute,Miss Fiona J McCallum,CLINICAL SCIENCES
358302,2004,2005,Burnet Award,Burnet Award,Garvan Institute of Medical Research,Prof Jonathan  Sprent,IMMUNOLOGY
358410,2004,2006,National resource for public good. web-based investigator-initiated trials,"National resource for public good, web-based investigator-initiated trials",University of Sydney,Prof John R Simes,CLINICAL SCIENCES
358425,2004,2005,Use of Mathematical models to help plan infectious diseases control,Mathematical modelling for improved planning of infectious diseases control policy,University of New South Wales,A/Pr Raina C MacIntyre,PUBLIC HEALTH AND HEALTH SERVICES
358457,2004,2006,SEARCH - Study of environment on Aboriginal Resilience and child health,SEARCH - Study of environment on Aboriginal Resilience and child health,University of Sydney,A/Pr Jonathan C Craig,PUBLIC HEALTH AND HEALTH SERVICES
358672,2004,2005,Epidemiological studies of association between immune deficiency and cancer and sunlight and immune-related disorders,Epidemiological studies of association between immune deficiency and cancer and sunlight and immune-related disorders,Australian National University,Dr Ann M Hughes,PUBLIC HEALTH AND HEALTH SERVICES
358707,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of New South Wales,Prof Peter W Gunning,BIOCHEMISTRY AND CELL BIOLOGY
358711,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Sydney,A/Pr Robert J Vandenberg,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
358713,2004,2005,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Sydney,Prof Ruth M Hall,GENETICS
358802,2004,2005,Mechanisms underlying synergy between SDF-1 and IL-7 in acute lymphoblastic leukaemia,Mechanisms underlying synergy between SDF-1 and IL-7 in acute lymphoblastic leukaemia,University of Sydney,Miss Shivashni S Deo,CLINICAL SCIENCES
358844,2004,2005,Experiences and needs of unpaid carers of adults with cerebral palsy and severe communication impairment in hospital,Experiences and needs of unpaid carers of adults with cerebral palsy and severe communication impairment in hospital,University of Sydney,Ms Bronwyn a Hemsley,PUBLIC HEALTH AND HEALTH SERVICES
359250,2004,2005,Contribution of maternal smoking to Sudden Infant Death Syndrome (SIDS):,Contribution of maternal smoking to Sudden Infant Death Syndrome (SIDS): ,University of Melbourne,Dr Jhodie R Duncan,NEUROSCIENCES
359251,2004,2005,Cardiac effects of estrogen withdrawal & supplementation - cardiomyocyte functional investigations,Cardiac effects of estrogen withdrawal & supplementation - cardiomyocyte functional investigations,University of Melbourne,Dr Claire L Curl,MEDICAL PHYSIOLOGY
359279,2004,2005,Helping people with concurrent medical conditions to quit smoking,Helping people with concurrent medical conditions to quit smoking,University of Melbourne,Dr Catherine  Segan,PUBLIC HEALTH AND HEALTH SERVICES
359288,2004,2005,In vivo modulation of dendritic cell function by MHV-68,In vivo modulation of dendritic cell function by MHV-68,University of Melbourne,Dr Christopher M Smith,IMMUNOLOGY
359353,2004,2005,Preparing for group A streptococcal vaccines: epidemiology and immunology of group A streps in Fiji,Preparing for group A streptococcal vaccines: epidemiology and immunology of group A streps in Fiji,University of Melbourne,Dr Andrew C Steer,PUBLIC HEALTH AND HEALTH SERVICES
361628,2004,2005,IRIISS,IRIISS,Baker IDI Heart and Diabetes Institute,Ms Heather A Gallichio,NOT ALLOCATED
361632,2004,2005,IRIISS,IRIISS,Garvan Institute of Medical Research,Ms Claire  Parkhurst,NOT ALLOCATED
361636,2004,2005,IRIISS,IRIISS,Ludwig Institute for Cancer Research,Mr Peter  Mathews,NOT ALLOCATED
361637,2004,2005,IRIISS,IRIISS,Macfarlane Burnet Institute for Medical Research and Public Health,Dr Ian R. C. Cooke,NOT ALLOCATED
361639,2004,2005,IRIISS,IRIISS,Murdoch Childrens Research Institute,Ms Julia  Malone,NOT ALLOCATED
361641,2004,2005,IRIISS,IRIISS,Prince Henry's Institute of Medical Research,Prof Evan R Simpson,NOT ALLOCATED
361642,2004,2005,IRIISS,IRIISS,Queensland Institute of Medical Research,Ms Lee M CASEY,NOT ALLOCATED
361643,2004,2005,IRIISS,IRIISS,St. Vincent's Institute of Medical Research,Mrs Gayle M. McMurray,NOT ALLOCATED
361645,2004,2005,IRIISS,IRIISS,Victor Chang Cardiac Research Institute,Ms Heather  Nobbs,NOT ALLOCATED
361646,2004,2005,IRIISS,IRIISS,Walter and Eliza Hall Institute,Dr Margaret N Brumby,NOT ALLOCATED
361713,2004,2006,The role of resiliency in responding to bloodborne viral and sexually transmitted infections in Indigenous communities,The role of resiliency in responding to bloodborne viral and sexually transmitted infections in Indigenous communities,University of New South Wales,Prof John  M Kaldor,PUBLIC HEALTH AND HEALTH SERVICES
361717,2005,2006,IRIISS,IRIISS,Centre for Eye Research Australia Ltd,Mr Rodney  Watts,NOT ALLOCATED
365209,2005,2006,structural investigations of carbohydrate recognition by antibodies with emerging importance in medecine,structural investigations of carbohydrate recognition by antibodies with emerging importance in medecine,Macfarlane Burnet Institute for Medical Research and Public Health,Dr Paul A Ramsland,IMMUNOLOGY
366756,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Australian National University,A/Pr Kaarin J Anstey,PSYCHOLOGY
366787,2005,2006,Investigation of novel mouse mammary tumour susceptibility loci in mice and humans,Investigation of novel mouse mammary tumour susceptibility loci in mice and humans,Australian National University,Dr Anneke C Blackburn,GENETICS
366794,2005,2006,Genetic characterisation of factors involved in regulating the production of autoantibodies,Genetic characterisation of factors involved in regulating the production of autoantibodies,Australian National University,Dr Lina E S Tze,IMMUNOLOGY
366796,2005,2006,Signalling pathways & molecular mechanisms of the interactions betwn pathogenic bacteria & human antimicrobial peptides,Signalling pathways & molecular mechanisms of the interactions betwn pathogenic bacteria & human antimicrobial peptides,Australian National University,Dr Allison L Jones,MEDICAL MICROBIOLOGY
366799,2005,2006,Intercellular communication of antigen receptors during immune response development.,Intercellular communication of antigen receptors during immune response development.,Australian National University,Dr Benjamin JC QUAH,BIOCHEMISTRY AND CELL BIOLOGY
367626,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Baker IDI Heart and Diabetes Institute,Dr Jaye PF Chin-Dusting,CLINICAL SCIENCES
367627,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Baker IDI Heart and Diabetes Institute,Prof Alexander  Bobik,OTHER MEDICAL AND HEALTH SCIENCES
367628,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Baker IDI Heart and Diabetes Institute,A/Pr Peter J Little,OTHER MEDICAL AND HEALTH SCIENCES
367631,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Baker IDI Heart and Diabetes Institute,A/Pr Geoffrey A Head,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
367648,2005,2006,"Physiological, biological and genetic abnormalitities associated with the postural tachycardia syndrome","Physiological, biological and genetic abnormalitities associated with the postural tachycardia syndrome",Baker IDI Heart and Diabetes Institute,Dr Elisabeth A Lambert,NEUROSCIENCES
367649,2005,2006,Anti-inflammatory therapy:a novel approach to improve insulin sensitivity in obesity,Anti-inflammatory therapy:a novel approach to improve insulin sensitivity in obesity,Baker IDI Heart and Diabetes Institute,Dr Barbora  de Courten,CLINICAL SCIENCES
368525,2005,2006,Visual Perception - A window to mental health: An EEG/MEG&fMRI investigation,Visual Perception - A window to mental health: An EEG/MEG&fMRI investigation,University of Melbourne,Ms Olivia L Carter,NEUROSCIENCES
369700,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Central Queensland University (CQU),Dr Pamela D McGrath,PUBLIC HEALTH AND HEALTH SERVICES
369995,2005,2006,Fluorescence Applications in Biotechnology and Life Sciences,Fluorescence Applications in Biotechnology and Life Sciences,Macquarie University,A/Pr E. Goldys,BIOTECHNOLOGY
369996,2005,2006,ARC/NHMRC Research Network in Ageing Well,ARC/NHMRC Research Network in Ageing Well,University of Sydney,Prof Hal Kendig,OTHER MEDICAL AND HEALTH SCIENCES
369997,2005,2006,ARACY/ARC/NHMRC Research Network: Future Generation,ARACY/ARC/NHMRC Research Network: Future Generation,University of Western Australia,Prof Fional Stanley,PUBLIC HEALTH AND HEALTH SERVICES
369998,2005,2006,ARC/NHMRC Research Network for Parasitology,ARC/NHMRC Research Network for Parasitology,University of Technology Sydney,A/Prof N Smith,MEDICAL MICROBIOLOGY
369999,2005,2006,ARC/NHMRC Research Network in Genes and Environment Development,ARC/NHMRC Research Network in Genes and Environment Development,University of Adelaide,Prof R Richards,GENETICS
372102,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Children's Medical Research Institute,Dr Patrick P.L. Tam,GENETICS
372212,2005,2006,Developing a gene therapy for the treatment of amyotrophic lateral sclerosis.,Developing a gene therapy for the treatment of amyotrophic lateral sclerosis.,Children's Medical Research Institute,Dr Glen B Banks,CLINICAL SCIENCES
374241,2005,2007,Preventing obesity among socioeconomically disadvantaged women and children,Preventing obesity among socioeconomically disadvantaged women and children,Deakin University,Dr Kylie  Ball,PUBLIC HEALTH AND HEALTH SERVICES
375103,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Flinders University,A/Pr Keryn A Williams,CLINICAL SCIENCES
375108,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Flinders University,A/Pr Xin-Fu  Zhou,NEUROSCIENCES
375111,2005,2006,Randomised trials for antireflux surgery,Randomised controlled trials of laparoscopic techniques for antireflux surgery,Flinders University,Prof David I Watson,CLINICAL SCIENCES
375170,2005,2006,Modulation of T cell surface receptors that are dependent on extrinsic tyrosine kinases.,Modulation of T cell surface receptors that are dependent on extrinsic tyrosine kinases.,University of Adelaide,Ms Claire F Jessup,IMMUNOLOGY
375196,2005,2007,Changing patterns of work: impacts on physical & mental health & the meditating role of resiliency & social capital,Changing patterns of work: impacts on physical & mental health & the meditating role of resiliency & social capital,Flinders University,Prof Sue  Richardson,PUBLIC HEALTH AND HEALTH SERVICES
376012,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Garvan Institute of Medical Research,A/Pr Gregory J Cooney,BIOCHEMISTRY AND CELL BIOLOGY
379608,2005,2007,Genetics of immune regulation,Genetic control of thymic NKT cell number,James Cook University,Prof Alan G Baxter,IMMUNOLOGY
379610,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,James Cook University,Prof Alan G Baxter,IMMUNOLOGY
380842,2005,2006,Characterisation of calpain-3 in skeletal muscle,Characterisation of calpain-3 in skeletal muscle,La Trobe University,Dr Robyn M Murphy,MEDICAL PHYSIOLOGY
380845,2005,2006,"Talking the walk & walking the talk: A descriptive follow-up study of refugee men's health, wellbeing & resettlement.","Talking the walk & walking the talk: A descriptive follow-up study of refugee men's health, wellbeing & resettlement.",La Trobe University,Dr Ignacio  Correa-Velez,PUBLIC HEALTH AND HEALTH SERVICES
380851,2005,2006,Nipple & breast pain in lactating women: the roles of Staphylococcus aureus & Candida albicans.,Nipple & breast pain in lactating women: the roles of Staphylococcus aureus & Candida albicans.,La Trobe University,Dr Lisa H Amir,PUBLIC HEALTH AND HEALTH SERVICES
381411,2005,2006,Analysis of Biomarkers associated with Colorectal Cancer,Analysis of Biomarkers associated with Colorectal Cancer,Ludwig Institute for Cancer Research,Dr Oliver K Bernhard,BIOTECHNOLOGY
381413,2005,2006,Proteomics Facility (APCF),The Australian Proteomics Computational Facility (APCF),Ludwig Institute for Cancer Research,Prof Antony W Burgess,BIOCHEMISTRY AND CELL BIOLOGY
381725,2005,2006,Neurotropism and Neurovirulence of HIV-1,Neurotropism and Neurovirulence of HIV-1,Macfarlane Burnet Institute for Medical Research and Public Health,Mr Lachlan  R Gray,MEDICAL MICROBIOLOGY
381732,2005,2006,Development and testing of a novel vaccine strategy,"Development and immunogenicity testing of ""Virus-Like particle"" vaccines",Macfarlane Burnet Institute for Medical Research and Public Health,A/Pr Rosemary A Ffrench,BIOTECHNOLOGY
382012,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Macquarie University,A/Pr Lyndsey A Nickels,CLINICAL SCIENCES
382904,2005,2006,The role of bHLH factors in normal and leukemis haemopoiesis,The role of bHLH factors in normal and leukemis haemopoiesis,University of Melbourne,Dr David J Curtis,CLINICAL SCIENCES
384100,2005,2006,Reducing lung damage and improving the future health of premature babies,Novel strategies for improving respiratory support and outcomes for very preterm babies,Monash University,Prof Richard  Harding,CLINICAL SCIENCES
384101,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Roger G Evans,MEDICAL PHYSIOLOGY
384104,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Gail P Risbridger,CLINICAL SCIENCES
384105,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof David A Jans,BIOCHEMISTRY AND CELL BIOLOGY
384113,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Martin  Lackmann,BIOCHEMISTRY AND CELL BIOLOGY
384149,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Dr Tony  Tiganis,BIOCHEMISTRY AND CELL BIOLOGY
384177,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Ian  Smith,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
384211,2005,2006,The course of emotional and behavioural problems in young people with intellectual disability,A longitudinal study of psychopathology in people with intellectual disability,Monash University,Prof Bruce J Tonge,PUBLIC HEALTH AND HEALTH SERVICES
384221,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,Prof Brian J Oldfield,GENETICS
384279,2005,2006,The role of the kidney in the developmental preogramming of adult disease,The role of the kidney in the developmental preogramming of adult disease,University of Queensland,Dr Karen M Moritz,MEDICAL PHYSIOLOGY
384285,2005,2006,The role of Eph/ephrin clustering and trafficking in control of tumour cell invasion. ,The role of Eph/ephrin clustering and trafficking in control of tumour cell invasion. ,Monash University,Dr Peter W Janes,OTHER MEDICAL AND HEALTH SCIENCES
384294,2005,2006,Post-genomic research on mycobacterium ulcerans:pathogenesis & addressing public health research priorities-buruli ulcer,Post-genomic research on mycobacterium ulcerans:pathogenesis & addressing public health research priorities-buruli ulcer,University of Melbourne,Dr Timothy P Stinear,MEDICAL MICROBIOLOGY
384297,2005,2006,Production of humanised mouse models for haemoglobin E and b0-thalassaemia,Production of humanised mouse models for haemoglobin E and b0-thalassaemia,Monash University,Dr Duangporn  Jamsai,GENETICS
384298,2005,2006,Characterising conformational change in alpha-synuclein using biophysical and high-resolution NMR techniques.,Characterising conformational change in alpha-synuclein using biophysical and high-resolution NMR techniques.,Monash University,Dr Lisa  D Cabrita,BIOCHEMISTRY AND CELL BIOLOGY
384299,2005,2006,"Roles of L-arginine uptake mechanisms in regulation of renal perfusion kidney function, long-term control arterial press","Roles of L-arginine uptake mechanisms in regulation of renal perfusion kidney function, long-term control arterial press",Monash University,Dr Niwanthi W Rajapakse,MEDICAL PHYSIOLOGY
384330,2005,2006,Rheumatology Database,Australian Rheumatology Association Database,Monash University,Prof Rachelle  Buchbinder,CLINICAL SCIENCES
384336,2005,2006,The role of environment and innate immunity in autoimmune disease.,The role of environment and innate immunity in autoimmune disease.,Walter and Eliza Hall Institute,Dr Daniel H D Gray,IMMUNOLOGY
384347,2005,2006,A structural investigation of human serum proteins,A structural investigation of human serum proteins,Monash University,Dr Michelle A Dunstone,BIOCHEMISTRY AND CELL BIOLOGY
384352,2005,2006,Imaging Eph receptor signalling in cancer cells.,Imaging Eph receptor signalling in cancer cells.,University of Sydney,Dr Sabine H Wimmer-Kleikamp,BIOCHEMISTRY AND CELL BIOLOGY
384359,2005,2006,Studies on the role of Testisin in fertility & cancer using knockout mice.,Studies on the role of Testisin in fertility & cancer using knockout mice.,Monash University,Dr Marguerite S Buzza,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
